ID,2_Boca_Rio_8_28_20,12_Boca_Rio_4_14_21,6_Boca_Rio_12_30_20,10_Boca_Rio_3_14_21,14_Boca_Rio_5_5_21,8_Boca_Rio_1_27_21,5_Radio_Club_12_30_20,1_Radio_Club_8_28_20,7_Radio_Club_1_27_21,4_Boca_Rio_11_10_20,9_Radio_Club_3_14_21,3_Radio_Club_11_10_20,13_Radio_Club_5_5_21
Staphylothermus marinus,5,0,2,3,1,2,5,2,1,3,0,4,0
Thermogladius calderae,2,3,1,4,1,3,1,1,1,1,1,0,3
Thermosphaera aggregans,2,5,2,8,3,5,3,2,2,1,0,1,1
Zestosphaera tikiterensis,2,5,0,1,1,3,4,0,0,1,0,2,0
Desulfurococcales archaeon ex4484_204,1,0,0,0,0,0,1,0,0,0,1,0,0
Desulfurococcales archaeon ex4484_217_1,2,0,0,0,0,1,0,0,0,0,0,0,0
Desulfurococcales archaeon ex4484_217_2,16,23,5,3,23,4,7,4,9,152,4,4,2
Desulfurococcales archaeon ex4484_42,5,3,1,1,2,1,3,3,0,1,2,0,0
Desulfurococcales archaeon ex4484_58,2,0,2,2,1,0,0,1,0,1,0,1,2
Hyperthermus butylicus,1,2,2,0,3,2,1,1,1,8,1,1,0
Hyperthermus sp.,1,1,1,0,4,0,0,2,0,2,1,1,2
Pyrodictium delaneyi,3,4,2,1,1,1,0,1,0,8,0,1,0
Pyrodictium occultum,1,12,3,2,1,2,1,0,1,5,0,0,1
Pyrolobus fumarii,2,2,1,4,0,1,0,1,7,4,0,3,3
Fervidicoccus fontis,9,4,3,1,3,2,0,3,0,0,0,0,1
Fervidicoccus sp.,7,3,2,0,0,3,2,3,2,0,0,0,0
Thermoprotei archaeon ex4572_64,0,1,2,1,1,3,1,0,1,4,2,0,0
Thermoprotei archaeon,130,188,105,84,90,119,97,192,63,181,39,43,79
Sulfolobales archaeon HS-7,2,3,3,3,4,0,1,0,1,0,1,2,2
Sulfolobales archaeon SCGC AB-777_J03,0,0,3,0,0,2,1,1,1,1,0,0,1
Sulfolobales archaeon SCGC AB-777_K20,0,0,0,1,0,0,0,0,0,1,0,0,0
Acidianus ambivalens,0,1,0,0,0,0,0,0,0,0,0,0,0
Acidianus brierleyi,5,2,4,1,1,4,0,5,2,3,0,2,0
Acidianus hospitalis,0,0,1,0,0,0,0,0,0,0,0,1,0
Acidianus infernus,1,1,0,1,0,0,0,0,0,1,0,0,0
Acidianus manzaensis,11,3,0,0,5,4,0,0,0,4,1,1,0
Acidianus sp. HS-5,0,1,0,0,2,0,0,1,0,0,1,0,0
Acidianus sulfidivorans,1,0,1,1,0,0,3,0,2,2,0,0,0
Candidatus Acidianus copahuensis,1,0,0,0,0,0,1,1,0,0,0,0,2
Candidatus Aramenus sulfurataquae,4,1,1,2,0,0,0,4,0,0,0,1,2
Metallosphaera cuprina,4,4,0,1,3,5,1,20,0,1,3,2,0
Metallosphaera hakonensis,1,5,2,0,0,3,0,0,0,12,1,1,0
Metallosphaera sp. AS-7,4,0,0,0,1,1,1,0,0,0,1,0,0
Metallosphaera tengchongensis,0,0,3,4,0,1,1,0,0,3,0,0,7
Metallosphaera yellowstonensis,5,2,3,6,2,8,1,3,2,2,0,2,4
Saccharolobus caldissimus,6,2,1,1,1,5,1,0,0,2,5,1,0
Saccharolobus shibatae,1,0,1,2,0,1,0,0,2,1,0,1,0
Saccharolobus solfataricus,1,1,0,2,1,2,0,0,0,0,0,1,0
Stygiolobus azoricus,1,2,0,0,0,0,0,1,0,1,0,0,2
Stygiolobus sp. KN-1,2,1,0,1,0,2,2,34,7,2,0,0,2
Sulfodiicoccus acidiphilus,8,3,8,0,1,5,4,7,6,0,0,0,9
Sulfolobus acidocaldarius,8,1,3,2,4,6,0,6,0,6,2,5,5
Sulfolobus islandicus,1,3,2,5,3,2,2,0,7,2,2,2,2
Sulfolobus sp. A20-N-F6,0,0,0,0,0,1,0,0,0,0,3,0,0
Sulfolobus sp. A20-N-F8,0,0,0,0,0,0,1,0,1,0,0,0,0
Sulfolobus sp. A20-N-G8,0,0,0,0,0,0,0,0,0,0,1,0,0
Sulfolobus sp. E11-6,0,0,0,0,0,0,1,0,0,0,0,0,0
Sulfolobus sp. S-194,0,0,0,0,0,0,0,0,0,1,0,0,0
Sulfolobus sp. SCGC AB-777_G05,0,0,0,0,0,0,0,1,0,0,0,0,0
Sulfolobus sp. SCGC AB-777_G06,0,0,1,0,0,0,0,2,0,0,0,1,1
Sulfolobus sp. SCGC AB-777_L09,0,0,0,0,0,2,0,0,0,1,0,0,0
Sulfuracidifex metallicus,0,5,3,0,0,0,0,1,1,0,0,0,2
Sulfuracidifex tepidarius,0,0,4,0,3,2,3,0,2,1,1,0,0
Sulfurisphaera ohwakuensis,0,0,0,2,0,5,0,0,9,0,0,2,0
Sulfurisphaera tokodaii,0,1,2,5,2,2,1,0,1,0,0,0,0
Infirmifilum lucidum,1,1,0,3,1,1,3,2,4,0,0,0,0
Infirmifilum uzonense,1,7,2,0,9,2,0,2,0,2,0,1,0
Thermofilum adornatum,2,4,2,3,3,1,4,2,0,4,0,2,0
Thermofilum pendens,6,11,2,3,2,1,1,4,0,5,1,1,1
Thermofilum sp. NZ13,3,4,1,1,0,3,0,0,1,11,1,0,1
Thermofilum sp. ex4484_15,0,0,0,2,1,2,2,0,0,0,0,0,0
Thermofilum sp. ex4484_79,2,2,1,0,2,0,1,0,0,0,0,1,0
Caldivirga maquilingensis,0,7,1,2,0,1,0,6,0,1,0,0,0
Caldivirga sp. CIS_19,0,0,0,0,0,0,0,0,0,1,0,0,0
Caldivirga sp. JCHS_4,1,0,0,0,0,0,0,0,0,0,0,0,0
Caldivirga sp. MG_3,0,0,0,0,0,0,0,0,0,1,0,0,0
Caldivirga sp. MU80,0,0,1,0,0,0,0,0,0,0,0,0,0
Pyrobaculum aerophilum,0,2,0,2,1,3,3,0,1,1,0,0,0
Pyrobaculum arsenaticum,0,0,0,0,0,0,0,2,0,0,0,0,0
Pyrobaculum calidifontis,1,4,2,2,0,1,5,8,0,3,0,0,0
Pyrobaculum ferrireducens,5,0,1,1,0,0,1,0,1,2,1,0,0
Pyrobaculum islandicum,1,0,3,1,1,0,0,1,3,0,0,0,0
Pyrobaculum neutrophilum,1,0,0,0,0,1,0,1,0,0,2,0,5
Pyrobaculum oguniense,0,0,1,1,0,0,1,4,0,1,0,0,0
Pyrobaculum sp. JCHS_4,5,0,0,1,0,2,0,0,0,0,0,0,0
Pyrobaculum sp. OCT_11,0,0,0,0,0,0,0,0,0,0,0,0,1
Pyrobaculum sp. WP30,1,3,2,1,1,0,0,0,0,1,0,1,0
Thermocladium modestius,4,0,2,0,0,2,1,3,1,5,1,0,9
Thermocladium sp. ECH_B,2,3,4,0,2,0,1,8,2,3,0,1,0
Thermoproteus sp. AZ2,1,4,1,2,0,1,3,0,0,2,0,1,3
Thermoproteus sp. CIS_19,0,2,0,0,0,0,0,0,0,0,0,0,0
Thermoproteus sp. CP80,1,0,0,0,0,1,0,0,0,0,0,0,2
Thermoproteus sp. JCHS_4,2,0,0,0,2,0,0,0,0,0,0,0,1
Thermoproteus tenax,2,3,0,5,1,5,1,0,4,8,2,0,1
Thermoproteus uzoniensis,6,2,10,1,2,2,0,4,1,2,0,0,0
Vulcanisaeta distributa,0,2,3,1,0,5,1,1,0,2,1,1,1
Vulcanisaeta moutnovskia,13,2,1,0,0,1,0,0,0,2,0,0,12
Vulcanisaeta souniana,0,3,0,1,0,0,1,0,1,5,0,0,0
Vulcanisaeta sp. AZ3,3,3,1,1,1,8,0,4,0,1,1,0,2
Vulcanisaeta sp. EB80,0,1,4,0,0,0,0,0,1,1,0,0,0
Vulcanisaeta sp. OSP_8,0,0,2,0,0,0,0,0,0,0,0,0,0
Vulcanisaeta thermophila,11,2,5,2,10,3,0,2,1,3,0,0,0
uncultured Vulcanisaeta sp.,0,0,0,0,0,0,0,6,0,0,0,0,0
Archaeoglobus fulgidus,4,8,7,6,5,9,5,22,4,4,0,2,1
Archaeoglobus neptunius,6,2,3,4,8,4,0,2,2,3,1,2,1
Archaeoglobus profundus,9,5,5,2,13,1,6,8,2,4,1,1,2
Archaeoglobus sp.,0,3,3,0,1,4,2,1,2,6,1,1,1
Archaeoglobus sulfaticallidus,8,14,1,3,5,9,2,3,1,6,1,4,1
Archaeoglobus veneficus,3,2,6,3,1,1,2,2,1,8,1,4,4
Ferroglobus placidus,6,6,3,2,5,2,3,2,4,5,7,0,0
Geoglobus acetivorans,4,2,1,0,4,4,4,2,9,6,1,1,3
Geoglobus ahangari,15,2,1,1,1,3,5,1,0,15,3,1,1
Archaeoglobales archaeon ex4484_92,0,0,1,0,0,2,0,1,0,3,0,0,3
Archaeoglobales archaeon,43,33,20,21,18,33,26,35,17,66,7,4,5
Archaeoglobi archaeon,6,6,5,4,21,1,5,1,3,10,2,5,17
Candidatus Methanofastidiosum methylthiophilus,53,29,37,21,20,37,181,52,44,68,43,51,16
Candidatus Methanoliparum sp. LAM-1,1,0,0,0,0,0,0,1,0,2,0,0,0
Candidatus Methanolliviera hydrocarbonicum,3,4,4,1,1,4,3,0,1,2,2,0,0
Candidatus Methanolliviera sp. GoM_asphalt,4,1,1,2,5,0,5,0,0,5,2,3,1
Candidatus Methanolliviera sp. GoM_oil,0,5,2,2,3,7,3,2,0,6,3,3,0
Candidatus Hadarchaeum yellowstonense,7,16,1,5,3,2,1,5,0,9,0,1,0
Hadesarchaea archaeon B3_Hades,8,38,5,5,5,4,0,0,0,3,0,0,0
Hadesarchaea archaeon CG08_land_8_20_14_0_20_51_8,0,0,1,1,0,1,0,0,0,2,0,1,2
Hadesarchaea archaeon DG-33-1,0,1,2,1,1,1,1,0,0,0,0,1,5
Hadesarchaea archaeon DG-33,0,0,3,3,2,6,3,0,0,2,0,0,0
Hadesarchaea archaeon YNP_N21,3,2,1,4,0,4,1,2,2,4,3,0,0
Hadesarchaea archaeon,13,11,8,6,11,11,12,59,4,14,4,5,8
Halapricum desulfuricans,6,11,7,7,9,1,5,4,2,7,0,1,6
Halapricum salinum,1,7,5,4,0,1,1,0,0,3,1,1,2
Halapricum sp. CBA1109,1,5,4,6,0,3,2,3,1,2,4,0,2
Haloarcula amylolytica,0,2,0,0,1,0,0,0,0,0,0,0,0
Haloarcula argentinensis,0,0,2,0,0,1,0,0,0,0,0,0,0
Haloarcula californiae,0,0,0,0,0,2,0,4,0,1,0,0,3
Haloarcula hispanica,2,0,0,0,28,2,0,1,0,1,1,0,0
Haloarcula japonica,0,4,2,1,0,5,0,1,0,0,0,0,0
Haloarcula mannanilytica,5,2,1,3,4,4,1,1,0,0,0,0,2
Haloarcula marismortui,0,1,0,0,0,0,0,0,0,0,0,0,3
Haloarcula quadrata,0,2,0,0,0,1,0,0,1,1,0,0,0
Haloarcula rubripromontorii,0,0,2,1,3,1,0,0,1,3,0,0,1
Haloarcula sebkhae,0,1,1,4,0,0,0,0,0,0,0,0,0
Haloarcula sinaiiensis,1,0,1,0,0,0,0,1,0,0,0,0,0
Haloarcula sp. Atlit-120R,0,0,0,0,0,1,0,0,0,0,0,0,0
Haloarcula sp. Atlit-47R,2,0,0,0,0,0,0,0,0,1,1,0,0
Haloarcula sp. Atlit-7R,1,1,2,0,1,0,0,0,0,3,0,0,0
Haloarcula sp. CBA1115,0,3,0,0,0,0,0,0,0,0,0,0,0
Haloarcula sp. CBA1122,0,0,0,0,0,0,1,0,0,1,0,0,1
Haloarcula sp. CBA1127,2,0,0,0,0,0,0,0,0,0,0,1,0
Haloarcula sp. JP-L23,5,3,2,1,0,0,0,0,0,2,0,0,1
Haloarcula sp. JP-Z28,0,0,0,1,0,0,0,0,2,4,0,0,0
Haloarcula taiwanensis,0,0,0,0,0,0,0,0,0,1,0,0,0
Haloarcula vallismortis,0,3,0,0,1,1,0,1,0,0,0,0,0
Halococcoides cellulosivorans,4,6,12,11,4,6,0,0,6,3,1,0,0
Haloglomus irregulare,9,4,0,1,7,8,0,0,0,9,2,0,3
Halomicroarcula amylolytica,1,8,3,2,3,4,0,0,2,1,0,1,4
Halomicroarcula limicola,0,0,1,1,2,1,0,0,0,0,0,0,13
Halomicroarcula nitratireducens,3,9,3,2,1,2,0,0,0,10,0,0,1
Halomicroarcula pellucida,6,1,1,3,2,4,1,0,0,2,0,0,0
Halomicroarcula rubra,7,1,2,0,0,0,0,2,1,2,0,0,3
Halomicroarcula salina,2,7,3,3,2,1,0,1,0,2,1,0,2
Halomicroarcula salinisoli,2,0,0,2,1,4,2,0,3,2,0,0,0
Halomicrobium katesii,0,0,1,0,4,1,0,1,1,0,0,0,1
Halomicrobium mukohataei,0,1,0,0,0,3,0,1,0,3,0,1,0
Halomicrobium sp. IBSBa,0,1,2,1,1,2,0,0,0,3,0,0,0
Halomicrobium sp. LC1Hm,0,0,1,0,0,0,1,0,0,2,0,0,0
Halomicrobium zhouii,4,0,4,2,0,1,2,10,6,3,2,1,1
Halorhabdus rudnickae,6,6,3,1,1,3,2,0,1,4,1,0,4
Halorhabdus sp. CBA1104,0,0,1,2,0,0,0,0,0,0,0,0,0
Halorhabdus sp. CUG00001,2,3,0,0,0,0,0,0,0,0,0,0,0
Halorhabdus sp. FL145,0,2,1,1,1,2,2,1,0,7,2,2,5
Halorhabdus sp. H27,2,10,3,2,2,2,1,1,3,5,2,0,0
Halorhabdus tiamatea,0,3,2,1,2,1,1,0,0,0,0,0,0
Halorhabdus utahensis,3,3,5,1,2,1,1,1,1,0,0,0,1
Halorientalis pallida,1,4,2,1,2,2,0,4,2,1,0,0,2
Halorientalis persicus,2,5,6,2,2,6,3,3,1,0,0,1,6
Halorientalis regularis,4,2,1,2,0,0,6,6,2,4,4,9,1
Halorientalis sp. IM1011,1,0,3,0,1,2,0,0,0,5,2,2,1
Halosegnis longus,1,1,0,0,0,0,0,0,0,0,0,0,0
Halosegnis rubeus,4,3,6,0,1,1,0,0,1,0,1,0,1
Halosiccatus sp. LT50,4,5,1,7,2,6,1,1,1,4,0,2,1
Halosiccatus urmianus,1,7,7,8,2,0,1,1,0,0,0,0,2
Halosimplex carlsbadense,2,15,3,1,0,1,6,4,0,5,1,1,1
Halosimplex halophilum,4,9,4,2,0,2,2,14,0,4,1,4,1
Halosimplex litoreum,4,2,3,1,1,1,0,1,1,1,0,1,12
Halosimplex pelagicum,2,2,7,2,2,4,3,4,0,6,0,2,0
Halosimplex rubrum,2,10,3,4,1,2,0,1,2,2,0,2,0
Halosimplex salinum,3,10,2,5,3,3,3,7,0,5,1,1,9
Natronomonas gomsonensis,3,0,0,0,0,4,1,2,0,3,0,0,2
Natronomonas halophila,1,10,4,1,1,5,1,1,0,2,1,1,5
Natronomonas moolapensis,3,10,3,0,2,5,2,5,1,1,0,0,7
Natronomonas pharaonis,3,2,2,1,1,3,0,2,2,5,0,1,3
Natronomonas salina,4,11,2,13,2,2,1,2,1,4,0,2,10
Natronomonas salsuginis,11,6,2,3,5,1,0,0,1,4,0,1,0
Natronomonas sp. CBA1123,2,3,1,3,0,4,0,0,0,3,0,4,0
Natronomonas sp. CBA1133,5,0,2,0,2,1,0,0,0,0,0,0,7
Natronomonas sp. CBA1134,0,0,0,0,0,0,0,0,0,1,0,0,0
Natronomonas sp. LN261,6,1,0,0,1,3,0,0,0,5,0,0,2
Haladaptatus cibarius,2,1,3,0,0,2,0,0,2,6,2,1,1
Haladaptatus litoreus,1,5,2,1,3,5,0,2,2,1,0,0,0
Haladaptatus pallidirubidus,2,13,3,2,1,3,0,0,0,7,1,2,1
Haladaptatus paucihalophilus,3,3,1,4,0,5,0,1,1,1,1,0,1
Haladaptatus sp. DYF46,0,5,2,7,8,3,3,3,5,17,2,0,2
Haladaptatus sp. PSR5,4,8,3,3,2,4,1,2,1,4,2,2,1
Haladaptatus sp. PSR8,3,4,5,1,2,3,1,0,1,6,0,0,1
Haladaptatus sp. R4,5,14,3,5,9,5,7,1,0,9,0,3,7
Haladaptatus sp. W1,2,3,1,1,0,2,0,4,0,1,0,0,2
Haladaptatus sp.,0,0,0,0,3,0,0,0,0,0,0,0,0
Halalkalicoccus jeotgali,5,6,6,4,0,2,1,0,6,7,0,3,2
Halalkalicoccus paucihalophilus,4,8,3,0,3,2,2,7,0,5,0,0,16
Halalkalicoccus subterraneus,4,1,1,0,0,2,2,3,1,5,0,0,2
Halanaeroarchaeum sulfurireducens,36,5,3,0,8,1,1,0,4,3,1,0,0
Halarchaeum acidiphilum,9,1,1,6,0,0,1,4,1,0,0,4,10
Halarchaeum grantii,1,1,0,1,1,0,0,0,0,7,0,0,0
Halarchaeum nitratireducens,0,0,0,1,4,0,0,0,2,3,0,0,0
Halarchaeum rubridurum,0,29,2,0,1,1,0,2,1,2,0,0,0
Halarchaeum solikamskense,0,1,0,0,0,0,0,0,0,0,0,0,0
Halarchaeum sp. CBA1220,1,2,3,0,0,0,1,0,0,0,0,0,2
Haloarchaeobius iranensis,3,2,2,0,4,5,2,2,0,8,4,3,1
Halobacterium bonnevillei,5,5,0,1,4,5,3,2,1,1,4,2,9
Halobacterium hubeiense,2,0,0,0,0,0,0,0,7,3,0,0,0
Halobacterium jilantaiense,2,3,1,2,2,5,0,0,3,8,0,2,2
Halobacterium litoreum,4,6,2,3,1,2,2,1,2,3,1,0,1
Halobacterium noricense,1,0,1,0,1,0,1,4,0,4,0,0,0
Halobacterium salinarum,0,0,1,0,0,0,0,0,0,1,1,0,4
Halobacterium sp. BOL4-2,0,0,0,2,0,0,0,0,0,1,0,0,2
Halobacterium sp. CBA1126,3,2,2,0,1,1,0,0,0,3,0,0,1
Halobacterium sp. CBA1132,2,1,1,4,3,1,0,1,0,1,0,0,0
Halobacterium sp. DL1,1,10,7,0,1,0,0,0,1,6,0,1,3
Halobacterium sp. GSL-19,0,0,1,0,0,0,0,0,0,1,0,0,0
Halobacterium sp. Gai3-17,0,1,1,0,0,0,1,0,0,0,2,0,2
Halobacterium sp. KA-4,0,2,1,0,0,0,3,3,0,1,0,0,0
Halobacterium sp. KA-6,1,2,1,0,0,1,2,0,1,1,1,0,0
Halobacterium sp. R2-5,1,0,3,5,1,3,1,1,0,3,0,0,0
Halobacterium sp. XZYJT26,2,0,6,0,1,1,1,5,3,2,2,1,2
Halocalculus aciditolerans,10,8,9,2,2,0,4,0,2,6,0,0,4
Halocatena pleomorpha,0,0,0,0,0,0,1,0,0,0,0,2,0
Halodesulfurarchaeum formicicum,1,8,1,6,0,1,3,0,0,3,1,7,0
Halomarina oriensis,9,4,10,4,4,4,4,17,2,5,1,0,7
Halorubellus salinus,2,8,0,4,2,3,0,3,2,1,0,2,5
Halorubellus sp. JP-L1,5,3,4,4,0,2,2,8,1,5,0,1,8
Halorussus amylolyticus,3,5,5,8,0,1,1,13,4,8,2,1,1
Halorussus halophilus,3,13,7,2,0,1,2,3,2,0,1,1,0
Halorussus litoreus,4,4,1,0,1,3,2,0,1,10,0,1,6
Halorussus ruber,1,3,1,1,0,1,0,3,0,3,0,2,3
Halorussus salinus,0,8,7,2,8,10,0,2,0,4,0,3,2
Halorussus sp. DLLS-82,0,0,1,0,0,2,1,0,0,2,0,0,2
Halorussus sp. HD8-83,5,5,5,0,2,2,3,9,2,6,0,3,2
Halorussus sp. LYG-36,0,0,0,0,0,0,0,1,0,0,0,0,0
Halorussus sp. MSC15.2,4,6,1,0,7,3,1,7,0,6,3,2,3
Halorussus sp. RC-68,2,8,2,3,4,2,1,1,0,0,0,0,1
Halostella litorea,1,11,5,3,3,1,0,0,4,3,2,2,0
Halostella pelagica,1,1,5,5,9,3,2,0,1,8,0,1,10
Halostella salina,1,1,1,0,1,1,0,0,0,1,1,1,4
Halostella sp. JP-L12,0,1,1,0,0,0,0,0,0,0,0,0,0
Halovenus aranensis,7,2,5,7,0,3,2,23,0,9,0,0,21
Halovenus carboxidivorans,2,4,2,0,0,1,1,0,1,1,0,0,19
uncultured haloarchaeon,0,0,1,1,0,0,0,0,0,0,0,0,0
Natronoarchaeum philippinense,4,0,3,0,1,0,8,3,0,1,0,4,0
Salarchaeum japonicum,3,2,0,4,4,2,0,0,5,1,0,0,0
Salarchaeum sp. JOR-1,3,0,0,0,1,2,0,6,0,2,0,0,1
Salinirubrum litoreum,11,11,6,3,4,1,3,6,0,8,0,0,12
Salinirussus salinus,3,10,5,5,1,0,1,0,0,3,1,1,2
Halococcus agarilyticus,5,4,0,1,5,3,1,6,0,1,0,0,1
Halococcus hamelinensis,3,6,2,0,0,5,2,0,1,2,0,0,3
Halococcus morrhuae,0,0,2,0,0,1,1,0,0,4,0,3,3
Halococcus saccharolyticus,0,1,1,3,0,1,1,2,0,6,0,0,2
Halococcus salifodinae,0,5,2,0,0,3,1,6,0,2,1,0,0
Halococcus salsus,1,0,2,0,0,3,0,0,1,2,0,0,1
Halococcus sediminicola,7,3,1,5,1,5,0,1,0,5,0,0,0
Halococcus sp. IIIV-5B,0,7,4,0,0,0,0,9,0,1,1,0,2
Halococcus thailandensis,2,2,1,2,2,1,0,2,2,4,1,3,1
Halobacteriales archaeon AArc-S,11,9,2,9,2,0,0,1,0,3,0,2,1
Halobacteriales archaeon QH_10_65_19,0,3,1,3,0,1,0,0,0,2,1,0,0
Halobacteriales archaeon QH_10_67_13,5,6,2,6,1,0,0,6,0,1,1,2,3
Halobacteriales archaeon QH_10_67_22,2,12,0,3,2,1,0,0,0,3,1,1,0
Halobacteriales archaeon QH_10_70_21,0,3,1,1,0,0,0,0,0,0,0,1,2
Halobacteriales archaeon QH_1_68_42,0,0,0,1,1,0,0,0,0,1,0,0,0
Halobacteriales archaeon QH_2_65_14,1,12,2,2,0,2,0,0,1,1,0,0,6
Halobacteriales archaeon QH_2_66_30,0,0,0,0,0,2,0,0,2,0,0,1,0
Halobacteriales archaeon QH_3_68_24,1,0,0,0,0,2,0,0,0,0,1,0,1
Halobacteriales archaeon QH_6_64_20,3,9,4,0,1,3,3,2,3,3,1,0,3
Halobacteriales archaeon QH_6_66_25,0,1,0,0,0,0,0,0,0,0,0,0,0
Halobacteriales archaeon QH_6_68_27,2,0,1,0,0,0,0,0,1,0,0,0,1
Halobacteriales archaeon QH_7_65_31,0,0,0,0,0,0,0,0,1,0,0,0,0
Halobacteriales archaeon QH_7_66_36,0,3,1,1,0,1,2,2,0,0,0,0,0
Halobacteriales archaeon QH_7_66_37,0,1,0,0,0,0,0,1,0,1,0,0,0
Halobacteriales archaeon QH_7_68_42,0,3,2,0,0,1,0,0,0,0,0,0,0
Halobacteriales archaeon QH_7_69_31,0,0,2,1,0,0,0,0,0,0,0,1,0
Halobacteriales archaeon QH_8_64_26,6,5,5,0,0,2,1,2,1,2,0,0,4
Halobacteriales archaeon QH_8_67_27,1,1,0,0,1,1,0,0,0,0,0,1,0
Halobacteriales archaeon QH_8_67_36,0,2,0,0,0,0,2,0,0,0,0,0,0
Halobacteriales archaeon QH_8_68_33,0,0,1,0,0,0,0,0,0,1,0,0,0
Halobacteriales archaeon QH_9_66_26,1,0,2,2,0,0,0,0,0,0,0,0,0
Halobacteriales archaeon QS_1_67_19,5,0,1,0,1,0,0,1,1,1,0,1,1
Halobacteriales archaeon QS_1_68_17,3,1,1,1,3,3,0,1,0,8,0,1,5
Halobacteriales archaeon QS_1_68_20,5,6,3,3,2,1,2,8,2,4,1,2,3
Halobacteriales archaeon QS_1_68_44,1,0,1,0,0,0,1,0,0,1,0,0,3
Halobacteriales archaeon QS_1_69_70,1,5,0,1,0,0,3,0,1,0,1,0,2
Halobacteriales archaeon QS_3_64_16,8,4,3,1,3,0,2,2,4,3,0,0,6
Halobacteriales archaeon QS_4_62_28,1,4,3,0,4,7,6,0,0,3,0,0,0
Halobacteriales archaeon QS_4_66_20,0,0,1,0,0,4,0,0,0,0,2,0,0
Halobacteriales archaeon QS_4_69_225,2,1,1,2,0,0,0,0,0,0,0,0,2
Halobacteriales archaeon QS_4_69_31,1,5,7,0,1,2,0,1,0,1,0,0,0
Halobacteriales archaeon QS_4_69_34,3,3,1,3,0,0,1,3,0,2,0,1,6
Halobacteriales archaeon QS_4_70_19,6,3,0,1,6,2,0,1,1,4,0,2,2
Halobacteriales archaeon QS_5_68_33,2,0,1,0,0,0,1,0,2,0,0,0,0
Halobacteriales archaeon QS_5_70_15,2,7,3,1,0,1,0,28,0,3,1,0,2
Halobacteriales archaeon QS_5_70_17,0,7,4,7,1,6,1,1,4,8,0,0,4
Halobacteriales archaeon QS_6_64_34,3,4,1,2,0,1,0,0,1,1,0,2,1
Halobacteriales archaeon QS_6_71_20,4,4,2,0,0,0,4,0,2,0,0,0,0
Halobacteriales archaeon QS_7_68_65,0,8,0,1,1,1,0,0,2,2,0,0,0
Halobacteriales archaeon QS_7_69_60,1,0,0,1,0,0,0,0,0,1,0,1,1
Halobacteriales archaeon QS_8_65_32,0,7,8,0,3,3,0,3,0,3,2,3,2
Halobacteriales archaeon QS_8_69_26,10,1,6,5,6,1,2,1,1,20,4,4,2
Halobacteriales archaeon QS_8_69_73,0,5,0,0,0,0,1,0,0,5,0,3,3
Halobacteriales archaeon QS_9_67_15,0,4,0,0,0,2,0,0,0,1,0,0,1
Halobacteriales archaeon QS_9_67_17,2,2,1,0,0,4,0,0,4,1,0,0,5
Halobacteriales archaeon QS_9_68_17,1,4,2,6,0,8,0,0,0,3,3,1,4
Halobacteriales archaeon QS_9_68_42,1,1,0,2,0,0,0,0,0,0,0,0,0
Halobacteriales archaeon QS_9_70_65,0,4,1,0,0,0,0,0,1,1,0,4,1
Halobacteriales archaeon SW_10_66_29,0,1,2,0,0,0,0,0,0,1,1,0,0
Halobacteriales archaeon SW_10_68_16,4,3,0,5,4,1,0,0,0,9,0,0,4
Halobacteriales archaeon SW_12_67_38,0,0,0,0,0,0,1,1,0,0,0,0,0
Halobacteriales archaeon SW_12_69_24,0,1,3,0,0,0,0,1,0,0,0,1,3
Halobacteriales archaeon SW_12_71_31,1,0,0,0,0,0,0,0,2,1,0,0,0
Halobacteriales archaeon SW_5_68_122,1,3,1,0,0,2,0,4,2,3,1,0,0
Halobacteriales archaeon SW_5_70_135,1,1,0,0,0,2,1,1,0,1,4,4,2
Halobacteriales archaeon SW_6_65_15,0,6,4,1,1,0,2,4,3,1,0,0,0
Halobacteriales archaeon SW_6_65_46,0,0,1,0,0,0,0,0,0,0,0,0,2
Halobacteriales archaeon SW_7_65_23,13,6,6,1,2,0,0,0,0,8,0,0,1
Halobacteriales archaeon SW_7_68_16,1,1,2,0,0,3,0,0,1,0,0,0,0
Halobacteriales archaeon SW_7_71_33,0,1,0,2,0,1,1,0,1,0,2,0,1
Halobacteriales archaeon SW_8_65_20,0,0,1,0,2,2,0,0,0,0,0,0,0
Halobacteriales archaeon SW_8_66_22,1,0,0,0,0,0,1,0,0,0,0,0,1
Halobacteriales archaeon SW_8_68_21,0,4,3,0,0,1,3,1,1,0,0,0,0
Halobacteriales archaeon SW_9_67_24,0,1,1,0,0,1,0,1,0,1,0,0,0
Halobacteriales archaeon SW_9_67_25,0,1,1,2,1,4,1,20,0,2,0,0,6
haloarchaeon 3A1-DGR,1,0,2,0,0,0,0,0,0,0,0,0,0
halophilic archaeon J07HB67,0,5,1,1,1,0,2,6,2,7,4,3,13
halophilic archaeon J07HX5,3,3,4,2,2,0,2,0,0,2,0,0,1
halophilic archaeon J07HX64,5,4,4,7,0,5,0,2,1,3,1,1,7
halophilic archaeon,1,12,7,4,0,6,1,6,0,3,3,1,1
Halalkalirubrum salinum,20,6,8,8,16,8,0,1,2,7,1,0,3
Halegenticoccus soli,3,4,4,3,4,4,0,11,1,8,0,1,1
Halegenticoccus tardaugens,2,12,3,5,3,2,1,9,2,6,4,2,0
Halobellus captivus,5,7,2,3,0,0,0,36,2,1,1,1,22
Halobellus clavatus,3,7,2,2,4,5,6,0,0,2,1,1,0
